provincia,partido,localidad,linkIndec,adsl,cablemodem,dialUp,fibraOptica,otros,satelital,wimax,wireless,totalGeneral
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010,0,797,0,15,44,0,0,0,856
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010,0,1366,0,2110,36,0,0,0,3512
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010,0,531,0,844,25,0,0,0,1400
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010,0,3092,0,2681,107,0,0,0,5880
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,0,1280,0,2415,68,0,0,0,3763
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,0,593,0,1145,24,0,0,0,1762
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,0,693,0,1293,30,0,0,0,2016
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,0,1100,0,2459,37,0,0,382,3978
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,0,1020,0,2241,54,0,0,0,3315
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,177,3479,0,723,16,0,0,2210,6605
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,0,1107,0,2705,38,0,0,0,3850
BUENOS AIRES,General San Martín,Villa Libertad,6371010,0,1133,0,2508,47,0,0,0,3688
BUENOS AIRES,General San Martín,Villa Lynch,6371010,26,2466,2,13,17,0,0,0,2524
BUENOS AIRES,General San Martín,Villa Maipu,6371010,0,1638,0,3179,72,0,0,545,5434
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010,0,674,0,1199,26,0,0,0,1899
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,0,207,0,356,7,0,0,0,570
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,0,190,0,407,39,0,0,0,636
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,44,5904,0,1249,35,0,0,586,7818
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,0,265,0,540,13,0,0,0,818
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010,0,5,0,0,0,0,0,0,5
BUENOS AIRES,General Viamonte,Baigorrita,6385010,562,0,0,0,0,0,0,61,623
BUENOS AIRES,General Viamonte,Los Toldos,6385030,214,0,1,4453,0,0,0,47,4715
BUENOS AIRES,General Viamonte,Zavalía,6385050,0,0,0,0,0,0,0,31,31
BUENOS AIRES,General Villegas,Banderaló,6392010,0,0,0,0,250,1,0,0,251
BUENOS AIRES,General Villegas,Cañada Seca,6392020,0,0,0,0,200,0,0,0,200
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,0,0,60,0,1,0,0,378
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,0,0,0,0,0,1,0,0,1
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,96,2,0,4255,0,2,0,46,4401
BUENOS AIRES,General Villegas,Piedritas,6392080,368,0,0,189,0,1,0,58,616
BUENOS AIRES,General Villegas,Santa Regina,6392100,0,136,0,0,0,0,0,0,136
BUENOS AIRES,Guaminí,Casbas,6399020,0,0,1,0,1,0,0,128,130
BUENOS AIRES,Guaminí,Guaminí,6399040,0,0,0,75,11,0,0,351,437
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050,124,0,0,237,58,0,0,129,548
BUENOS AIRES,Guaminí,Arroyo Venado,6399010,0,0,0,0,0,0,0,39,39
BUENOS AIRES,Guaminí,Garré,6399030,0,0,0,288,0,0,0,0,288
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,79,0,1,0,0,0,0,810,890
BUENOS AIRES,Hurlingham,Hurlingham,6408010,297,16102,56,17795,365,1,0,499,35115
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,15,7503,27,13881,172,0,0,114,21712
BUENOS AIRES,Hurlingham,William C. Morris,6408010,0,21,0,14,0,0,0,392,427
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,148,27488,114,24898,667,3,0,199,53517
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,0,0,0,0,0,0,0,30,30
BUENOS AIRES,Ituzaingó,OTROS,Sin Datos,2,0,0,2,0,0,0,0,4
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,10,9033,9,3547,276,0,0,378,13253
BUENOS AIRES,José C. Paz,Del Viso,6412010,0,278,0,0,3,0,0,0,281
BUENOS AIRES,José C. Paz,José C Paz,6412010,1282,30382,82,19351,2139,2,0,117,53355
BUENOS AIRES,José C. Paz,Tortuguitas,6412010,0,1882,0,0,57,0,0,0,1939
BUENOS AIRES,Junín,Agustín Roca,6413010,0,0,0,89,0,0,0,210,299
BUENOS AIRES,Junín,Agustina,6413020,0,0,0,8,0,0,0,0,8
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,0,0,0,0,0,0,0,4,4
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,0,0,0,0,0,0,0,72,72
BUENOS AIRES,Junín,Junín,6413050,2637,18504,84,4969,3,1,0,7694,33892
BUENOS AIRES,Junín,Laplacette,6413060,0,0,0,1,0,0,16,0,17
BUENOS AIRES,Junín,Morse,6413070,0,57,0,254,0,0,0,117,428
BUENOS AIRES,Junín,Saforcada,6413080,0,0,0,0,1,0,0,75,76
BUENOS AIRES,La Costa,Las Toninas,6420010,365,1076,1,68,401,0,0,26,1937
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1349,4326,28,9065,1041,0,0,1,15810
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1422,3551,3,4943,1172,0,0,40,11131
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,2329,7654,13,917,2,0,0,201,11116
BUENOS AIRES,La Costa,Aguas Verdes,6420030,28,0,0,141,0,0,0,1,170
BUENOS AIRES,La Costa,Lucila Del Mar,6420030,101,943,0,1471,205,0,0,1,2721
BUENOS AIRES,La Matanza,20 De Junio,6427010,4,756,2,1113,20,0,0,2,1897
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,1,2898,0,0,82,0,0,2,2983
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,40,10650,26,3582,350,0,0,108,14756
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,12,30097,25,14226,814,7,0,1432,46613
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,18,27705,14,19816,693,0,0,1469,49715
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,25,22344,30,28971,628,0,0,261,52259
BUENOS AIRES,La Matanza,La Tablada,6427010,36,15251,2,896,466,0,0,972,17623
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,51,12336,8,1305,366,0,0,66,14132
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,12,15110,10,9096,408,0,0,278,24914
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,518,37837,79,9234,752,2,0,20,48442
BUENOS AIRES,La Matanza,San Justo,6427010,131,25374,98,16033,791,1,0,879,43307
BUENOS AIRES,La Matanza,Tapiales,6427010,233,3897,25,9651,1574,1,0,2,15383
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,50,17181,48,13065,569,0,0,174,31087
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,4,16802,1,1,424,0,0,115,17347
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,4526,21833,0,235,732,0,0,348,27674
BUENOS AIRES,La Plata,Abasto,6441030,0,682,0,5820,14,0,0,10,6526
BUENOS AIRES,La Plata,Angel Etcheverry,6441030,0,761,0,0,13,0,0,11,785
BUENOS AIRES,La Plata,Arturo Segui,6441030,0,222,0,0,0,0,0,0,222
BUENOS AIRES,La Plata,Barrio El Peligro,6441030,213,0,0,189,0,0,0,0,402
BUENOS AIRES,La Plata,City Bell,6441030,0,12782,0,1790,177,0,0,145,14894
BUENOS AIRES,La Plata,colonia la plata,6441030,23,0,0,19,0,0,0,0,42
BUENOS AIRES,La Plata,Ignacio Correas,6441020,0,0,0,0,2,0,0,46,48
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,0,841,0,210,0,0,0,0,1051
BUENOS AIRES,La Plata,Jose Hernandez,6441030,0,33,0,40,0,0,0,0,73
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,0,957,0,0,21,0,0,10,988
BUENOS AIRES,La Plata,La Cumbre,6441030,0,0,0,0,0,0,0,145,145
BUENOS AIRES,La Plata,La Plata,6441030,7362,136126,517,54565,2651,9,0,3908,205138
BUENOS AIRES,La Plata,Lisandro Olmos,6441030,0,2990,0,14,73,0,0,10,3087
BUENOS AIRES,La Plata,Los Hornos,6441030,0,3653,0,1454,105,0,0,145,5357
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,0,12399,0,1109,127,0,0,0,13635
BUENOS AIRES,La Plata,OTROS,Sin Datos,0,22,0,9,0,0,0,0,31
BUENOS AIRES,La Plata,Ringuelet,6441030,0,3908,0,410,52,0,0,0,4370
BUENOS AIRES,La Plata,Tolosa,6441030,0,13459,0,1082,178,0,0,0,14719
BUENOS AIRES,La Plata,Villa Elisa,6441030,0,5572,0,417,474,0,0,145,6608
BUENOS AIRES,La Plata,Villa Elvira,6441030,0,4942,0,554,139,0,0,145,5780
BUENOS AIRES,La Plata,ruta del sol,6441030,89,0,0,81,0,0,0,0,170
BUENOS AIRES,La Plata,El Retiro,6441030,0,0,0,1,0,0,0,0,1
BUENOS AIRES,La Plata,Transradio,6441030,0,0,0,0,0,1,0,0,1
BUENOS AIRES,La Plata,Arana,6441030,0,0,0,0,0,0,0,96,96
BUENOS AIRES,La Plata,Villa Garibaldi,6441030,0,0,0,0,0,0,0,145,145
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,0,0,0,0,0,0,0,145,145
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,0,0,0,0,0,0,0,145,145
BUENOS AIRES,La Plata,Barrio Gambier,6441030,0,0,0,0,0,0,0,145,145
BUENOS AIRES,La Plata,Villa Montoro,6441030,0,0,0,0,0,0,0,145,145
BUENOS AIRES,La Plata,Country Club El Rodeo,6441010,0,0,0,189,0,0,0,0,189
BUENOS AIRES,Lanús,Gerli,6434010,7,5916,14,6439,96,0,0,0,12472
BUENOS AIRES,Lanús,Lanús Este,6434010,239,26720,78,16896,208,1,0,264,44406
BUENOS AIRES,Lanús,Lanús Oeste,6434010,0,12134,1,16197,435,0,0,364,29131
BUENOS AIRES,Lanús,Monte Chingolo,6434010,9,10744,43,18381,273,0,0,0,29450
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,15,13538,19,6808,232,0,0,344,20956
BUENOS AIRES,Lanús,Valentín Alsina,6434010,63,7096,75,13245,105,0,0,2,20586
BUENOS AIRES,Laprida,Laprida,6448010,0,22,0,2793,0,0,0,0,2815
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,0,0,0,0,0,0,0,8,8
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,0,0,0,0,0,0,0,117,117
BUENOS AIRES,Las Flores,Las Flores,6455030,1411,0,0,3576,0,0,0,791,5778
BUENOS AIRES,Las Flores,Coronel Boerr,6455010,0,0,0,0,0,0,0,3,3
BUENOS AIRES,Las Flores,El Trigo,6455020,0,0,0,1,0,0,0,3,4
BUENOS AIRES,Las Flores,Pardo,6455040,0,0,0,0,0,0,0,4,4
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,2,0,0,0,2,0,0,2,6
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,0,0,0,4,0,1,0,108,113
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,0,0,0,0,0,0,0,39,39
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,252,457,0,396,0,0,0,12,1117
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,0,185,0,0,0,0,0,65,250
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,814,0,1,11,0,1,0,1167,1994
BUENOS AIRES,Lincoln,Bayauca,6469020,0,0,0,0,1,0,0,43,44
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,288,0,0,0,0,0,0,0,288
BUENOS AIRES,Lincoln,El Triunfo,6469060,0,0,1,10,0,0,0,0,11
BUENOS AIRES,Lincoln,Las Toscas,6469070,330,0,0,0,0,0,0,0,330
BUENOS AIRES,Lincoln,Lincoln,6469080,703,9224,38,64,1,0,0,0,10030
BUENOS AIRES,Lincoln,Pasteur,6469090,0,0,0,0,0,2,0,461,463
BUENOS AIRES,Lincoln,Roberts,6469100,0,0,1,699,0,0,0,0,700
BUENOS AIRES,Lincoln,Arenaza,6469010,0,0,0,293,0,0,0,0,293
BUENOS AIRES,Lincoln,Carlos Salas,6469040,0,0,0,0,0,0,0,123,123
BUENOS AIRES,Lobería,Lobería,6476030,634,0,5,1497,15,1,0,701,2853
BUENOS AIRES,Lobería,San Manuel,6476050,0,0,0,377,0,0,0,139,516
BUENOS AIRES,Lobería,Pieres,6476040,0,0,0,0,0,0,0,14,14
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,0,0,0,0,0,0,0,21,21
BUENOS AIRES,Lobos,Antonio Carboni,6483010,2,0,1,122,156,0,0,101,382
BUENOS AIRES,Lobos,Elvira,6483020,0,0,0,61,0,0,0,74,135
BUENOS AIRES,Lobos,Lobos,6483040,587,1,10,3273,1,0,0,1510,5382
BUENOS AIRES,Lobos,Salvador María,6483050,87,0,0,446,0,0,0,265,798
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,163,60922,77,10586,1195,1,0,0,72944
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,21,7328,32,7259,142,0,0,2,14784
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,290,35694,109,12989,906,2,0,2348,52338
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,10,25548,19,9322,549,2,0,0,35450
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,11,2436,20,7031,36,0,0,0,9534
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,0,36,0,0,0,0,0,300,336
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,0,461,0,1,3,0,0,666,1131
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,0,0,0,208,0,0,0,25,233
BUENOS AIRES,Luján,Carlos Keen,6497020,0,0,0,0,0,0,0,20,20
BUENOS AIRES,Luján,Cortines,6497060,71,0,0,405,0,0,0,41,517
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,425,1107,0,2647,0,0,0,20,4199
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,0,0,0,0,0,0,0,38,38
BUENOS AIRES,Luján,Luján,6497060,1681,13346,36,1155,7,1,0,12917,29143
BUENOS AIRES,Luján,Olivera,6497070,0,0,0,5,0,0,0,42,47
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,190,0,4,0,0,0,0,49,243
BUENOS AIRES,Luján,OTROS,Sin Datos,0,0,0,0,0,0,0,42,42
BUENOS AIRES,Luján,Torres,6497090,99,0,0,0,0,0,0,21,120
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,0,544,0,354,0,0,0,114,1012
BUENOS AIRES,Magdalena,Magdalena,6505040,604,0,1,3131,0,0,437,199,4372
BUENOS AIRES,Magdalena,Vieytes,6505060,0,0,0,28,0,0,0,84,112
BUENOS AIRES,Maipú,Las Armas,6511010,90,0,0,0,0,0,0,54,144
BUENOS AIRES,Maipú,Maipú,6511020,518,0,7,0,1100,0,0,20,1645
BUENOS AIRES,Maipú,Santo Domingo,6511030,0,0,0,0,0,1,0,7,8
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,101,0,0,110,0,0,0,0,211
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,477,7233,0,8104,386,0,0,0,16200
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,20,3609,0,2,120,0,0,110,3861
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,25,3258,3,1889,109,0,0,1,5285
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,126,6998,23,6519,324,1,0,1,13992
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,0,77,0,2,0,1,0,14,94
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1040,4315,1,48,7239,0,0,0,12643
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,15,3719,3,2684,160,0,0,22,6603
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,3,1607,0,284,0,0,0,118,2012
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,0,0,1,750,0,0,0,44,795
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,0,0,0,0,0,0,0,101,101
BUENOS AIRES,Mar Chiquita,Mar de Cobo,6518050,158,0,1,1439,0,0,0,0,1598
BUENOS AIRES,Mar Chiquita,Santa Clara del Mar,6518060,1617,1695,0,1805,0,0,0,558,5675
BUENOS AIRES,Mar Chiquita,Vivoratá,6518070,0,0,0,15,0,0,0,303,318
BUENOS AIRES,Mar Chiquita,La Caleta,6518020,0,0,0,0,0,0,0,157,157
BUENOS AIRES,Marcos Paz,Marcos Paz,6525020,1031,8752,10,3954,28,1,0,12,13788
BUENOS AIRES,Mercedes,Mercedes,6532020,879,6326,58,4519,0,3,0,1596,13381
BUENOS AIRES,Mercedes,Gowland,6532010,0,0,0,5,0,0,0,101,106
BUENOS AIRES,Mercedes,Jorge Born,6532030,0,0,0,0,0,0,0,5,5
BUENOS AIRES,Merlo,Libertad,6539010,22,12883,12,16136,455,1,0,1763,31272
BUENOS AIRES,Merlo,Mariano Acosta,6539010,1818,8183,0,8676,270,0,0,5,18952
BUENOS AIRES,Merlo,Merlo,6539010,180,40073,66,26686,1157,1,0,1374,69537
BUENOS AIRES,Merlo,OTROS,Sin Datos,0,0,0,1,0,0,0,0,1
BUENOS AIRES,Merlo,Pontevedra,6539010,405,4170,2,2907,81,0,0,1273,8838
BUENOS AIRES,Merlo,San Antonio De Padua,6539010,4,7213,3,6112,151,0,0,460,13943
BUENOS AIRES,Monte,San Miguel del Monte  (Est. Monte),6547020,563,1950,3,4627,0,0,0,367,7510
BUENOS AIRES,Monte,Abbott,6547010,0,0,0,302,0,0,0,18,320
BUENOS AIRES,Monte Hermoso,Balneario Sauce Grande,6553010,0,0,0,829,0,0,0,0,829
BUENOS AIRES,Monte Hermoso,Monte Hermoso,6553020,6,0,0,6158,0,0,0,0,6164
BUENOS AIRES,Moreno,Cuartel V,6560010,0,1684,3,690,0,0,0,128,2505
BUENOS AIRES,Moreno,Francisco Alvarez,6560010,596,5191,10,1170,311,0,0,199,7477
BUENOS AIRES,Moreno,La Reja,6560010,4,5769,8,2182,698,1,0,150,8812
BUENOS AIRES,Moreno,Moreno,6560010,78,52018,82,19934,844,2,0,577,73535
BUENOS AIRES,Moreno,Paso Del Rey,6560010,0,8000,0,2529,416,3,0,72,11020
BUENOS AIRES,Moreno,Trujui,6560010,40,4977,13,13922,206,0,0,110,19268
BUENOS AIRES,Morón,Castelar,6568010,6,18911,0,11690,359,0,0,99,31065
BUENOS AIRES,Morón,El Palomar,6568010,8,9908,4,4558,147,1,0,19,14645
BUENOS AIRES,Morón,Haedo,6568010,107,9997,97,14876,163,0,0,33,25273
BUENOS AIRES,Morón,Moron,6568010,522,21597,68,19985,439,3,0,19,42633
BUENOS AIRES,Morón,Villa Sarmiento,6568010,8,4699,19,5016,64,0,0,91,9897
BUENOS AIRES,Navarro,Las Marianas,6574020,0,0,0,0,0,0,0,214,214
BUENOS AIRES,Navarro,Navarro,6574030,304,1919,2,2094,0,1,0,128,4448
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,0,0,0,6,0,0,0,185,191
BUENOS AIRES,Navarro,José Juan Almeyra,6574010,0,0,0,0,0,0,0,99,99
BUENOS AIRES,Necochea,Claraz,6581010,0,0,0,0,0,0,0,105,105
BUENOS AIRES,Necochea,Juan N. Fernández,6581030,525,0,0,0,0,2,0,113,640
BUENOS AIRES,Necochea,Necochea - Quequén,6581040,2444,3447,145,16887,29,1,0,3316,26269
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,1,0,2,0,0,0,0,776,779
BUENOS AIRES,Necochea,OTROS,Sin Datos,0,0,0,0,0,0,0,16,16
BUENOS AIRES,Necochea,Energía,6581025,0,0,0,0,0,0,0,24,24
BUENOS AIRES,Olavarría,Hinojo,6595060,9,0,0,118,0,1,0,1,129
BUENOS AIRES,Olavarría,Olavarría,6595070,2675,19985,6,3542,0,5,0,0,26213
BUENOS AIRES,Olavarría,Sierra Chica,6595100,0,569,0,0,0,0,0,0,569
BUENOS AIRES,Olavarría,Sierras Bayas,6595110,256,0,1,0,0,0,0,0,257
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,195,0,0,0,0,0,0,0,195
BUENOS AIRES,OTROS,OTROS,Sin Datos,0,0,0,0,25085,0,0,0,25085
BUENOS AIRES,Patagones,Bahía San Blas,6602010,0,0,1,0,0,0,0,4,5
BUENOS AIRES,Patagones,Carmen de Patagones,6602030,852,0,24,4159,3,1,0,13,5052
BUENOS AIRES,Patagones,José B. Casas,6602040,0,0,0,0,1,0,0,5,6
BUENOS AIRES,Patagones,Juan A. Pradere,6602050,0,84,0,0,1,0,0,4,89
BUENOS AIRES,Patagones,Stroeder,6602060,0,0,1,781,1,0,0,16,799
BUENOS AIRES,Patagones,Villalonga,6602070,101,0,6,994,0,0,0,147,1248
BUENOS AIRES,Pehuajó,Chiclana,6609080,0,0,0,0,0,0,0,9,9
BUENOS AIRES,Pehuajó,Francisco Madero,6609030,0,0,1,0,0,0,0,3,4
BUENOS AIRES,Pehuajó,Juan José Paso,6609040,0,0,0,28,0,0,0,385,413
BUENOS AIRES,Pehuajó,Magdala,6609050,0,0,0,0,0,0,0,7,7
BUENOS AIRES,Pehuajó,Mones Cazón,6609060,0,0,0,0,0,0,0,3,3
BUENOS AIRES,Pehuajó,Pehuajó,6609080,3701,1,65,2516,1,0,0,265,6549
BUENOS AIRES,Pehuajó,San Esteban,6609020,0,0,0,0,0,0,0,3,3
BUENOS AIRES,Pehuajó,Capitán Castro,6609010,0,0,0,0,0,0,0,3,3
BUENOS AIRES,Pehuajó,Inocencio Sosa,6609035,0,0,0,0,0,0,0,3,3
BUENOS AIRES,Pehuajó,Nueva Plata,6609070,0,0,0,0,0,0,0,3,3
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),6609090,0,0,0,0,0,0,0,3,3
BUENOS AIRES,Pellegrini,Pellegrini,6616030,240,1159,4,0,0,3,0,32,1438
BUENOS AIRES,Pellegrini,Bocayuva,6616010,0,0,0,1,0,0,0,0,1
BUENOS AIRES,Pergamino,Acevedo,6623010,115,149,0,0,0,0,0,180,444
BUENOS AIRES,Pergamino,Fontezuela,6623020,14,0,0,118,0,0,0,5,137
BUENOS AIRES,Pergamino,Guerrico,6623030,0,61,0,0,0,0,0,55,116
BUENOS AIRES,Pergamino,Juan A. de la Peña,6623040,0,0,0,0,0,0,0,45,45
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,29,0,0,309,0,0,0,15,353
BUENOS AIRES,Pergamino,La Violeta,6623060,346,0,0,0,0,0,0,0,346
BUENOS AIRES,Pergamino,Manuel Ocampo,6623070,0,0,0,448,0,0,0,44,492
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,0,0,0,300,0,1,0,0,301
BUENOS AIRES,Pergamino,Pergamino,6623100,1998,19596,77,2183,0,3,0,2753,26610
BUENOS AIRES,Pergamino,Pinzón,6623110,0,0,0,0,0,0,0,1,1
BUENOS AIRES,Pergamino,Rancagua,6623120,109,0,0,102,0,0,0,0,211
BUENOS AIRES,Pergamino,Villa San José,6623140,0,0,0,3,0,0,0,0,3
BUENOS AIRES,Pergamino,Villa Angélica  (Est. El Socorro),6623130,0,330,0,0,0,0,0,0,330
BUENOS AIRES,Pila,Casalins,6630010,0,0,0,0,0,0,0,5,5
BUENOS AIRES,Pila,Pila,6630020,0,0,1,23,0,0,0,51,75
BUENOS AIRES,Pilar,Del Viso,6638040,15837,3797,0,17,148,0,0,553,20352
BUENOS AIRES,Pilar,Fátima,6638040,270,277,0,2692,17,0,0,1,3257
BUENOS AIRES,Pilar,La Lonja,6638040,2991,1551,0,224,11,0,0,467,5244
BUENOS AIRES,Pilar,Los Cachorros,6638040,0,3938,0,0,214,0,0,0,4152
BUENOS AIRES,Pilar,Manzanares,6638040,0,997,0,3,120,0,0,3,1123
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,0,0,0,0,0,0,0,54,54
BUENOS AIRES,Pilar,OTROS,Sin Datos,0,1,0,5,0,0,0,268,274
BUENOS AIRES,Pilar,Pilar,6638040,2211,28809,33,14046,1705,4,90,627,47525
BUENOS AIRES,Pilar,Presidente Derqui,6638040,1565,6316,0,108,222,0,0,604,8815
BUENOS AIRES,Pilar,Santa Teresa,6638040,0,0,0,0,0,2,0,0,2
BUENOS AIRES,Pilar,Tortuguitas,6638040,0,0,0,2,0,2,0,3,7
BUENOS AIRES,Pilar,Villa Astolfi,6638040,0,1651,0,1,55,0,0,9,1716
BUENOS AIRES,Pilar,Villa Rosa,6638040,300,7371,3,2205,132,0,360,441,10812
BUENOS AIRES,Pilar,Zelaya,6638040,8,14,0,0,4,0,0,5,31
BUENOS AIRES,Pilar,Manuel Alberti,6638040,0,1930,0,648,0,0,0,0,2578
BUENOS AIRES,Pinamar,Pinamar,6644010,6128,3508,0,18133,1000,3,0,0,28772
BUENOS AIRES,Presidente Perón,Guernica,6648010,20,12572,8,8778,274,0,0,112,21764
BUENOS AIRES,Puán,Bordenave,6651020,0,0,0,172,0,1,0,159,332
BUENOS AIRES,Puán,Darregueira,6651030,205,946,1,1110,0,0,0,87,2349
BUENOS AIRES,Puán,Puán,6651080,0,2098,0,1,0,1,0,92,2192
BUENOS AIRES,Puán,Villa Iris,6651110,0,0,0,672,5,0,0,202,879
BUENOS AIRES,Puán,San Germán,6651090,0,0,0,0,0,0,0,53,53
BUENOS AIRES,Punta Indio,Pipinas,6655030,0,114,0,0,0,0,0,0,114
BUENOS AIRES,Punta Indio,Verónica,6655050,178,816,0,6,0,0,0,0,1000
BUENOS AIRES,Punta Indio,Punta Indio,6655040,0,0,0,0,0,0,0,115,115
BUENOS AIRES,Quilmes,Bernal,6658010,12,21346,67,10513,398,1,0,0,32337
BUENOS AIRES,Quilmes,Bernal Oeste,6658010,48,3856,3,1819,28,0,0,0,5754
BUENOS AIRES,Quilmes,Don Bosco,6658010,0,3038,0,22,72,0,0,0,3132
BUENOS AIRES,Quilmes,Ezpeleta,6658010,2,13082,7,3384,318,0,0,319,17112
BUENOS AIRES,Quilmes,Ezpeleta Oeste,6658010,2,1514,8,4485,16,0,0,0,6025
BUENOS AIRES,Quilmes,Quilmes,6658010,49,48757,74,13383,1077,2,0,141,63483
BUENOS AIRES,Quilmes,Quilmes Oeste,6658010,44,7763,48,14282,40,0,0,2,22179
BUENOS AIRES,Quilmes,San Francisco Solano,6658010,1,11715,0,15,339,0,0,114,12184
BUENOS AIRES,Quilmes,Villa La Florida,6658010,2,5463,5,6519,102,0,0,114,12205
BUENOS AIRES,Ramallo,El Paraíso,6665010,17,0,0,63,0,0,0,39,119
